employee_id,employee_name,email,department,job_role,experience_years,hire_date,skills,availability_status,workload_percentage,active_tasks,performance_score
EMP2409,Meera Kapoor,employee2409@company.local,Sales,Project Manager,1.8,2020-09-26,"Deep Learning, Project Management, Machine Learning, NLP",Available,2.7,1,64.9
EMP644,Vivek Verma,employee644@company.local,Engineering,Project Manager,9.2,2019-06-15,"Project Management, Computer Vision, NLP",Available,52.1,2,67.4
EMP2973,Pooja Pillai,employee2973@company.local,IT,Developer,5.1,2023-02-26,"Deep Learning, Machine Learning, React, Finance",Available,55.9,4,59.6
EMP2295,Kavya Nair,employee2295@company.local,Data Science,Business Analyst,12.0,2023-08-26,"Data Analysis, Finance, Project Management, Excel",Available,41.3,1,86.9
EMP4080,Arun Kumar,employee4080@company.local,IT,Developer,4.6,2025-08-01,"NLP, Computer Vision, SQL",Available,28.8,0,64.1
EMP3668,Rohit Verma,employee3668@company.local,Sales,Finance Analyst,5.7,2016-09-21,"Excel, Python, Finance",Available,65.2,4,80.7
EMP2658,Manoj Mishra,employee2658@company.local,Finance,Team Lead,0.9,2014-09-04,"Django, NLP, Finance",Busy,57.9,5,62.7
EMP654,Nikhil Das,employee654@company.local,IT,Project Manager,0.8,2019-10-05,"Django, Deep Learning, SQL",Busy,38.2,2,54.8
EMP2545,Anita Reddy,employee2545@company.local,Operations,Data Scientist,9.3,2016-10-09,"Machine Learning, Project Management, Data Analysis, Python",Busy,79.9,4,83.2
EMP4231,Divya Nair,employee4231@company.local,IT,Developer,3.5,2019-11-04,"NLP, Django",On Leave,51.9,4,53.0
EMP2756,Aditya Verma,employee2756@company.local,Data Science,Business Analyst,9.7,2013-03-30,"Python, Django, Excel, Computer Vision",Available,56.1,3,85.7
EMP183,Sneha Nair,employee183@company.local,Marketing,Data Scientist,9.1,2025-01-06,"Finance, Python, Project Management, Deep Learning",Busy,43.5,3,66.5
EMP1728,Rohit Kumar,employee1728@company.local,Engineering,Finance Analyst,5.6,2018-06-14,"Finance, Data Analysis, Python",Busy,39.8,6,78.9
EMP2875,Kavya Joshi,employee2875@company.local,Data Science,Data Scientist,2.2,2021-09-22,"Data Analysis, NLP",Available,43.3,3,70.2
EMP778,Manoj Patel,employee778@company.local,HR,Data Scientist,3.3,2023-10-14,"Finance, Computer Vision",Available,26.3,4,69.4
EMP744,Vivek Singh,employee744@company.local,Engineering,Developer,5.7,2024-02-01,"Excel, NLP, SQL",Available,96.5,7,41.4
EMP1414,Nikhil Thomas,employee1414@company.local,IT,Data Scientist,6.0,2020-08-25,"Deep Learning, Django, SQL, Data Analysis",Available,56.2,2,69.3
EMP4564,Vivek Verma,employee4564@company.local,Marketing,Senior Developer,6.6,2020-10-31,Computer Vision,Available,66.7,5,77.4
EMP2872,Sanjay Singh,employee2872@company.local,IT,Senior Developer,4.8,2012-02-05,"Python, Django",On Leave,55.7,4,58.5
EMP3972,Sanjay Verma,employee3972@company.local,Finance,Project Manager,1.3,2012-07-20,Finance,Available,76.3,5,50.1
EMP105,Anita Kapoor,employee105@company.local,Operations,Data Scientist,16.9,2022-10-07,"Django, React, Deep Learning",Available,55.7,4,88.2
EMP3616,Aditya Kumar,employee3616@company.local,Operations,HR Executive,7.5,2024-06-03,"Python, SQL, Django",Busy,30.5,1,73.4
EMP2222,Rahul Das,employee2222@company.local,Engineering,Business Analyst,6.8,2019-03-27,"Deep Learning, Computer Vision, React",Available,50.4,3,75.2
EMP2992,Sanjay Kumar,employee2992@company.local,Engineering,Business Analyst,1.6,2017-12-06,"Data Analysis, Django, NLP, Deep Learning",Available,61.2,3,69.3
EMP1135,Kavya Iyer,employee1135@company.local,Sales,Analyst,6.6,2019-06-15,"Project Management, Deep Learning",On Leave,38.1,3,75.0
EMP3819,Isha Joshi,employee3819@company.local,Operations,Analyst,11.7,2024-07-20,Machine Learning,Available,63.4,5,70.3
EMP366,Kiran Das,employee366@company.local,IT,Business Analyst,12.3,2023-04-11,Deep Learning,Available,55.7,5,80.7
EMP3719,Isha Nair,employee3719@company.local,Operations,Project Manager,6.5,2016-07-13,Excel,Available,46.8,4,71.6
EMP4576,Aditya Kumar,employee4576@company.local,HR,Project Manager,3.9,2024-07-20,"Deep Learning, SQL",Busy,36.7,3,62.2
EMP304,Vivek Kumar,employee304@company.local,HR,Data Scientist,0.3,2021-02-09,"Data Analysis, SQL, Machine Learning",Available,0.5,0,64.8
EMP3899,Isha Joshi,employee3899@company.local,HR,Senior Developer,5.8,2024-12-23,"Django, Data Analysis, Project Management, Python",Available,100.0,8,69.7
EMP1184,Vivek Kumar,employee1184@company.local,HR,Team Lead,1.6,2018-05-05,"Excel, SQL",Available,48.1,4,70.8
EMP3511,Divya Nair,employee3511@company.local,HR,Team Lead,7.9,2019-12-03,"Excel, NLP, SQL, Machine Learning",Unknown,86.9,5,63.4
EMP3294,Nikhil Das,employee3294@company.local,Sales,Developer,7.1,2018-03-20,"NLP, Python",Available,60.8,5,76.2
EMP1965,Anita Pillai,employee1965@company.local,Engineering,Finance Analyst,1.6,2021-01-27,"SQL, Computer Vision, Project Management, Data Analysis",Busy,29.9,2,66.6
EMP920,Arun Singh,employee920@company.local,Operations,Business Analyst,4.0,2020-07-19,"Finance, Machine Learning, NLP, SQL",Available,29.5,1,61.5
EMP2551,Divya Nair,employee2551@company.local,HR,Business Analyst,4.9,2014-10-23,Excel,On Leave,36.5,2,64.4
EMP1210,Amit Patel,employee1210@company.local,Finance,Data Scientist,0.5,2014-05-05,Project Management,Busy,76.0,4,69.4
EMP1052,Sanjay Raj,employee1052@company.local,IT,Finance Analyst,2.9,2017-10-31,"Excel, Computer Vision, SQL, React",Available,90.4,5,61.2
EMP2789,Meera Menon,employee2789@company.local,IT,Project Manager,4.1,2019-09-21,"Django, React",Available,41.3,2,73.7
EMP359,Isha Nair,employee359@company.local,Data Science,Business Analyst,2.7,2015-12-19,"Computer Vision, Data Analysis, Python",Available,61.9,4,69.4
EMP2253,Pooja Pillai,employee2253@company.local,Operations,Analyst,3.1,2024-11-09,"Machine Learning, SQL, NLP, Finance",Available,32.2,1,72.3
EMP3910,Amit Thomas,employee3910@company.local,Sales,Data Scientist,3.7,2021-04-02,"Python, Django, Data Analysis, Finance",Available,99.2,8,53.2
EMP1919,Isha Iyer,employee1919@company.local,Data Science,Finance Analyst,1.7,2022-03-22,Data Analysis,Available,34.3,1,60.6
EMP3925,Anita Menon,employee3925@company.local,Engineering,Data Scientist,0.7,2022-10-22,"SQL, Project Management, Data Analysis, Computer Vision",Available,76.7,5,47.1
EMP1548,Rohit Raj,employee1548@company.local,Sales,Senior Developer,4.0,2020-01-24,"Project Management, Computer Vision, Finance",Busy,100.0,6,58.9
EMP2860,Arun Raj,employee2860@company.local,Sales,Project Manager,7.4,2025-07-17,"Deep Learning, Excel, NLP, Data Analysis",Available,94.8,7,64.6
EMP026,Kiran Patel,employee026@company.local,IT,Business Analyst,9.4,2016-12-09,Data Analysis,On Leave,57.5,4,69.4
EMP4354,Nikhil Mishra,employee4354@company.local,Data Science,Business Analyst,2.4,2013-06-11,"SQL, Python",Available,84.2,3,67.5
EMP2499,Isha Sharma,employee2499@company.local,IT,Data Scientist,16.1,2016-01-17,"React, NLP",Busy,43.1,2,82.2
EMP758,Manoj Thomas,employee758@company.local,Marketing,Project Manager,2.7,2023-11-27,"Finance, Computer Vision, NLP",Busy,25.3,1,60.7
EMP1356,Aditya Raj,employee1356@company.local,Operations,Business Analyst,5.9,2023-11-19,"React, SQL",Available,28.6,1,65.4
EMP4980,Arun Verma,employee4980@company.local,HR,Data Scientist,8.2,2024-05-02,"Computer Vision, Finance, Project Management",Available,61.8,4,62.7
EMP2482,Rahul Mishra,employee2482@company.local,Engineering,Finance Analyst,16.8,2016-08-26,Excel,On Leave,47.3,2,81.6
EMP3273,Pooja Kapoor,employee3273@company.local,Engineering,Team Lead,5.5,2020-01-15,React,On Leave,72.1,6,72.1
EMP1855,Kavya Iyer,employee1855@company.local,Engineering,Project Manager,4.4,2024-07-08,"Machine Learning, Deep Learning, SQL",On Leave,99.9,9,70.4
EMP3105,Anita Reddy,employee3105@company.local,Marketing,Finance Analyst,0.3,2018-02-06,"NLP, Django, Machine Learning, React",Busy,62.7,3,66.5
EMP4766,Kiran Das,employee4766@company.local,IT,Team Lead,10.6,2021-03-20,"Project Management, Excel",Available,42.5,3,81.1
EMP895,Kavya Iyer,employee895@company.local,Operations,Project Manager,2.8,2012-08-26,"Machine Learning, Deep Learning, Finance",Available,43.1,3,78.1
EMP2608,Rohit Kumar,employee2608@company.local,HR,Project Manager,6.8,2023-12-28,"Project Management, Deep Learning",Available,51.5,3,61.5
EMP3257,Swati Kapoor,employee3257@company.local,IT,Business Analyst,11.1,2024-01-13,"React, Data Analysis",Available,49.0,4,69.4
EMP4358,Manoj Thomas,employee4358@company.local,Marketing,Business Analyst,2.9,2023-08-18,NLP,Busy,20.1,2,67.0
EMP3618,Manoj Mishra,employee3618@company.local,Sales,Analyst,4.1,2022-07-26,Django,Busy,50.5,3,72.5
EMP4970,Amit Patel,employee4970@company.local,Data Science,Analyst,7.1,2019-06-29,Django,On Leave,6.8,0,64.0
EMP1791,Divya Iyer,employee1791@company.local,Finance,Developer,3.2,2015-08-01,"Project Management, Machine Learning",Busy,13.1,0,59.6
EMP4775,Kavya Nair,employee4775@company.local,Marketing,Developer,7.5,2023-09-22,"SQL, React, Machine Learning",Available,41.9,5,56.5
EMP3428,Rohit Verma,employee3428@company.local,Finance,Data Scientist,12.2,2023-01-12,"React, Project Management, Data Analysis, Machine Learning",Available,50.7,3,77.5
EMP3045,Anita Menon,employee3045@company.local,IT,Project Manager,6.0,2023-01-06,"Finance, Python, Computer Vision",On Leave,85.2,6,86.7
EMP3995,Kavya Joshi,employee3995@company.local,Engineering,Project Manager,8.2,2019-08-19,"Machine Learning, Python, SQL",Available,57.3,6,84.9
EMP1987,Neha Sharma,employee1987@company.local,Sales,Project Manager,3.2,2025-08-27,"React, Deep Learning, SQL",Available,66.0,3,58.3
EMP1209,Meera Kapoor,employee1209@company.local,Data Science,Analyst,3.8,2024-05-12,"Excel, Deep Learning",Busy,72.0,3,89.6
EMP4384,Vivek Kumar,employee4384@company.local,Marketing,Team Lead,22.0,2013-10-16,"Python, Deep Learning, Project Management",Available,40.2,3,82.8
EMP2494,Nikhil Das,employee2494@company.local,Sales,HR Executive,6.5,2022-06-23,"Machine Learning, Excel, React",Busy,78.5,5,63.1
EMP3316,Aditya Verma,employee3316@company.local,Marketing,Developer,2.4,2015-03-01,Project Management,Available,63.1,4,64.8
EMP1636,Aditya Verma,employee1636@company.local,Data Science,Developer,2.0,2017-05-16,"SQL, NLP",Available,42.4,1,68.6
EMP2633,Pooja Kapoor,employee2633@company.local,HR,Finance Analyst,8.1,2017-04-04,"React, Computer Vision, Python, NLP",On Leave,54.1,4,68.7
EMP1574,Nikhil Thomas,employee1574@company.local,HR,Data Scientist,9.8,2018-10-28,"Deep Learning, Project Management",Available,39.6,3,70.3
EMP2632,Sanjay Singh,employee2632@company.local,Sales,Team Lead,3.4,2021-07-03,"React, Project Management",Available,77.4,5,65.0
EMP2588,Rohit Raj,employee2588@company.local,Sales,Data Scientist,3.2,2015-05-28,"Project Management, Excel, Django",Available,3.9,0,60.9
EMP138,Manoj Patel,employee138@company.local,Marketing,HR Executive,4.0,2019-05-12,Data Analysis,On Leave,28.9,0,61.6
EMP3705,Anita Kapoor,employee3705@company.local,Finance,Business Analyst,6.0,2013-07-09,"React, Django",Available,9.5,1,71.1
EMP4505,Anita Kapoor,employee4505@company.local,Operations,Project Manager,2.9,2013-05-05,"Data Analysis, Deep Learning, Computer Vision, NLP",Busy,51.0,5,75.0
EMP3689,Meera Kapoor,employee3689@company.local,HR,Analyst,2.5,2013-11-21,"Finance, NLP",On Leave,94.3,8,53.8
EMP3866,Kiran Patel,employee3866@company.local,IT,Senior Developer,5.1,2023-01-28,"NLP, SQL, Excel, Deep Learning",Available,92.6,5,76.7
EMP3201,Priya Reddy,employee3201@company.local,Engineering,Business Analyst,6.4,2019-11-05,Machine Learning,Available,58.9,3,63.7
EMP4926,Kiran Das,employee4926@company.local,Data Science,Project Manager,6.5,2024-05-24,"Computer Vision, Data Analysis, Excel",Busy,48.4,2,73.5
EMP730,Amit Patel,employee730@company.local,HR,Team Lead,5.0,2023-09-30,"Project Management, Python, Machine Learning, Deep Learning",Available,61.4,3,69.4
EMP2965,Anita Menon,employee2965@company.local,Operations,Data Scientist,5.2,2017-07-31,Excel,Available,76.0,5,67.1
EMP1546,Kiran Patel,employee1546@company.local,Finance,Developer,15.2,2023-05-15,"React, Data Analysis, SQL",Available,42.0,2,76.0
EMP1183,Sneha Iyer,employee1183@company.local,IT,HR Executive,2.9,2024-03-04,"Machine Learning, Deep Learning, Excel, React",Busy,43.3,4,66.0
EMP1016,Aditya Singh,employee1016@company.local,HR,Business Analyst,1.6,2017-01-17,"Python, Data Analysis, Machine Learning",Available,67.9,5,58.9
EMP1445,Anita Menon,employee1445@company.local,Finance,Finance Analyst,1.9,2018-11-23,"Data Analysis, NLP, Deep Learning, Django",Available,52.7,4,57.3
EMP1014,Nikhil Thomas,employee1014@company.local,Marketing,Data Scientist,2.8,2015-11-13,"NLP, Machine Learning",Available,30.6,3,62.9
EMP1402,Rahul Patel,employee1402@company.local,Marketing,Senior Developer,9.0,2022-07-31,"Computer Vision, Finance, Excel, Data Analysis",Available,53.7,4,86.6
EMP036,Aditya Verma,employee036@company.local,Sales,Senior Developer,0.8,2023-06-30,"Project Management, Deep Learning",Busy,56.1,3,80.1
EMP723,Sneha Sharma,employee723@company.local,Sales,HR Executive,3.7,2024-01-22,React,Available,65.8,5,52.4
EMP534,Nikhil Thomas,employee534@company.local,Sales,Data Scientist,2.3,2016-10-27,"Data Analysis, Deep Learning, Python, Project Management",Available,46.5,4,78.5
EMP1152,Sanjay Kumar,employee1152@company.local,Finance,Senior Developer,2.9,2023-07-28,NLP,Available,32.2,1,68.7
EMP3800,Arun Singh,employee3800@company.local,Engineering,Senior Developer,1.0,2021-10-17,"Project Management, Data Analysis",Busy,86.3,5,57.2
EMP3431,Divya Nair,employee3431@company.local,IT,Finance Analyst,8.2,2024-11-09,"Project Management, Finance, Python, Excel",Available,100.0,6,80.0
EMP1495,Kavya Nair,employee1495@company.local,Engineering,Developer,7.6,2021-09-30,"Computer Vision, React, Excel",Busy,58.7,3,76.2
EMP4118,Manoj Thomas,employee4118@company.local,Engineering,HR Executive,11.4,2021-04-14,"Excel, Computer Vision",Available,26.4,1,64.5
EMP4328,Rohit Singh,employee4328@company.local,Engineering,Developer,4.5,2020-08-02,"Data Analysis, Computer Vision, Python, Deep Learning",Available,0.0,0,60.2
EMP676,Aditya Verma,employee676@company.local,Engineering,Project Manager,9.3,2012-05-25,"Computer Vision, Data Analysis",On Leave,0.0,0,77.9
EMP1940,Arun Verma,employee1940@company.local,Finance,Finance Analyst,22.0,2022-06-16,Python,Busy,47.5,3,83.9
EMP2668,Rohit Raj,employee2668@company.local,Sales,Team Lead,3.7,2019-12-20,"Excel, Project Management, Python",Available,45.9,1,72.4
EMP4292,Sanjay Verma,employee4292@company.local,Operations,Developer,10.6,2025-06-13,"Python, Data Analysis, Django, NLP",Available,85.8,4,86.6
EMP356,Aditya Verma,employee356@company.local,Finance,Finance Analyst,3.4,2017-03-31,"Finance, SQL, NLP",Available,30.2,2,63.0
EMP1072,Sanjay Kumar,employee1072@company.local,Marketing,Finance Analyst,8.5,2012-06-25,"NLP, Project Management, Computer Vision",Available,86.0,4,64.4
EMP1957,Swati Menon,employee1957@company.local,Data Science,Project Manager,18.3,2024-03-23,"Machine Learning, NLP, Python",Available,59.0,3,82.1
EMP1473,Pooja Reddy,employee1473@company.local,Data Science,Business Analyst,21.8,2019-07-30,"Django, Machine Learning",Available,78.0,6,92.4
EMP1322,Rahul Patel,employee1322@company.local,Sales,Analyst,1.9,2018-10-11,"Django, Deep Learning, Project Management",Busy,61.4,3,51.4
EMP3412,Sanjay Verma,employee3412@company.local,IT,Senior Developer,9.8,2017-08-09,"Excel, Python, React",Available,100.0,8,78.1
EMP1343,Sneha Iyer,employee1343@company.local,IT,Senior Developer,0.9,2014-07-05,"Django, NLP",Available,92.7,4,57.3
EMP2708,Rohit Verma,employee2708@company.local,IT,Data Scientist,7.1,2012-02-09,"Python, SQL, Project Management",Available,45.9,3,76.7
EMP111,Divya Iyer,employee111@company.local,Finance,Senior Developer,2.1,2024-12-01,Project Management,Available,71.8,4,59.1
EMP1355,Kavya Joshi,employee1355@company.local,Data Science,Analyst,4.3,2020-10-28,React,Available,79.8,6,61.0
EMP1685,Anita Menon,employee1685@company.local,Data Science,HR Executive,8.3,2014-04-07,"NLP, Machine Learning, Excel, SQL",Busy,91.2,8,74.8
EMP4969,Meera Kapoor,employee4969@company.local,HR,Team Lead,5.6,2023-11-05,"Project Management, Deep Learning, Finance",Available,74.6,6,81.3
EMP2880,Arun Kumar,employee2880@company.local,Engineering,Senior Developer,5.4,2023-10-11,"Finance, Data Analysis, Computer Vision",Unknown,35.1,1,73.1
EMP4920,Arun Singh,employee4920@company.local,IT,Data Scientist,5.6,2021-12-21,"Excel, Deep Learning, Python",Available,50.7,2,53.2
EMP2437,Swati Menon,employee2437@company.local,Sales,Business Analyst,4.8,2021-07-29,"React, Python, Data Analysis",Available,78.1,7,70.8
EMP3836,Aditya Raj,employee3836@company.local,Engineering,Senior Developer,12.6,2019-03-14,"NLP, React",Available,55.7,4,81.7
EMP4852,Sanjay Verma,employee4852@company.local,Engineering,Business Analyst,6.5,2016-10-19,Deep Learning,Available,100.0,5,76.9
EMP1384,Vivek Singh,employee1384@company.local,Data Science,Analyst,9.7,2018-12-05,Django,Available,50.5,3,83.7
EMP739,Isha Sharma,employee739@company.local,Sales,HR Executive,4.7,2014-10-04,"Project Management, Finance, React",Unknown,52.9,6,80.9
EMP3643,Sneha Joshi,employee3643@company.local,IT,Senior Developer,9.2,2019-09-02,"Finance, Project Management, Machine Learning, Data Analysis",Available,63.6,4,84.9
EMP2715,Kavya Joshi,employee2715@company.local,Marketing,Finance Analyst,8.0,2012-12-16,"Computer Vision, Python, Deep Learning, Django",On Leave,56.7,4,70.5
EMP3121,Priya Reddy,employee3121@company.local,IT,Business Analyst,6.0,2016-10-13,Django,Available,59.6,4,69.0
EMP1634,Nikhil Mishra,employee1634@company.local,Data Science,Analyst,6.2,2016-09-01,Deep Learning,Busy,80.1,6,60.2
EMP1805,Anita Pillai,employee1805@company.local,IT,Finance Analyst,5.9,2018-08-29,"Project Management, React",Available,57.7,4,82.0
EMP4809,Meera Kapoor,employee4809@company.local,IT,Senior Developer,8.0,2025-03-05,"Deep Learning, Computer Vision",Available,51.7,1,60.7
EMP1830,Amit Thomas,employee1830@company.local,Engineering,Project Manager,2.4,2012-11-25,React,Available,52.4,2,58.8
EMP4601,Priya Kapoor,employee4601@company.local,Operations,Project Manager,1.3,2020-02-27,"Django, Computer Vision, Project Management, Python",Busy,32.5,1,57.5
EMP2925,Anita Pillai,employee2925@company.local,Engineering,HR Executive,1.6,2024-02-03,"React, SQL",Available,46.5,3,69.4
EMP3227,Neha Joshi,employee3227@company.local,Data Science,Developer,9.3,2012-10-26,"NLP, Excel",Available,20.6,0,78.1
EMP1085,Anita Pillai,employee1085@company.local,Engineering,Business Analyst,9.1,2021-10-31,"Machine Learning, Project Management, Python",Available,81.8,5,62.0
