employee_id,employee_name,email,department,job_role,experience_years,hire_date,skills,required_skill,availability_status,workload_percentage,active_tasks,performance_score,task_id,task_title,task_description,task_priority,task_status,task_start_date,task_deadline,estimated_hours,hours_logged,progress_percentage,allocation_score,recommended_employee
EMP565,Anita Menon,employee565@company.local,IT,HR Executive,12.6,2012-11-05,"Deep Learning, Project Management, Data Analysis",Data Analysis,,51.6,2,89.0,TASK32760,System Testing,Complete Data Analysis related work for the assigned business operation.,High,Completed,2026-01-13,2026-02-14,25.2,18.4,68.2,66.4,1
EMP1410,Amit Mishra,employee1410@company.local,Data Science,HR Executive,0.3,2019-10-07,"Python, Django",Data Analysis,Busy,43.7,2,60.2,TASK02691,Project Documentation,Complete Data Analysis related work for the assigned business operation.,Medium,In Progress,2025-08-14,2025-09-28,22.9,24.9,100.0,19.8,0
EMP480,Arun Kumar,employee480@company.local,Marketing,Project Manager,11.8,2023-08-19,"NLP, Computer Vision, Project Management",Project Management,Available,28.0,2,71.6,TASK01821,Project Documentation,Complete Project Management related work for the assigned business operation.,High,Blocked,2026-01-07,2026-02-12,23.2,17.7,89.7,80.6,1
EMP2654,Nikhil Das,employee2654@company.local,HR,Data Scientist,9.3,2015-06-06,"NLP, Computer Vision",Machine Learning,Available,42.1,3,,TASK23902,,Complete Machine Learning related work for the assigned business operation.,Medium,In Progress,2025-02-26,2025-04-04,40.2,26.7,80.5,53.8,1
EMP2031,Divya Iyer,employee2031@company.local,Operations,Project Manager,,2019-05-25,"Machine Learning, React",Django,Available,69.1,6,76.6,TASK15644,Machine Learning Task,Complete Django related work for the assigned business operation.,Low,Completed,2025-07-21,2025-08-27,25.6,19.5,76.7,53.9,1
EMP4223,Sneha Iyer,employee4223@company.local,Marketing,HR Executive,10.0,2019-01-16,"Django, Data Analysis",Computer Vision,Available,34.3,4,59.1,TASK34314,API Development,Complete Computer Vision related work for the assigned business operation.,Medium,In Progress,2025-04-16,2025-06-03,26.5,22.4,95.9,51.2,1
EMP3144,Vivek Singh,employee3144@company.local,HR,Team Lead,3.9,2024-01-01,Project Management,Finance,Busy,47.5,3,62.7,TASK17984,Machine Learning Task,Complete Finance related work for the assigned business operation.,Medium,Not Started,2026-06-07,2026-07-05,45.7,44.4,89.8,15.7,1
EMP3745,Anita Reddy,employee3745@company.local,HR,Team Lead,8.1,2012-08-03,SQL,SQL,Available,93.4,4,74.4,TASK20466,SQL Data Processing,Complete SQL related work for the assigned business operation.,Critical,In Progress,2025-04-29,2025-05-04,58.5,72.2,100.0,75.7,1
EMP733,Pooja Pillai,employee733@company.local,Finance,Finance Analyst,11.5,2017-09-09,"Data Analysis, Machine Learning, SQL, NLP",Project Management,Available,32.8,1,70.3,TASK02683,Data Cleaning,Complete Project Management related work for the assigned business operation.,Medium,Completed,2026-01-28,2026-02-23,19.0,25.1,100.0,52.5,1
EMP1031,Divya Nair,employee1031@company.local, Data Science ,Finance Analyst,,2019-01-15,Computer Vision,NLP,Available,81.0,4,70.8,TASK39337,API Development,Complete NLP related work for the assigned business operation.,Medium,In Progress,2025-12-14,2025-12-22,9.2,10.3,100.0,39.4,0
EMP2877,Swati Pillai,employee2877@company.local,Data Science,Business Analyst,13.9,2020-09-06,"Project Management, Machine Learning, React, Deep Learning",Finance,Available,80.4,6,99.0,TASK19857,Employee Data Analysis,Complete Finance related work for the assigned business operation.,Critical,Not Started,2026-05-05,2026-06-13,63.1,47.7,68.1,52.7,0
EMP457,Swati Kapoor,employee457@company.local,Marketing,Analyst,6.6,2017-06-27,"React, Deep Learning, SQL",React,Available,35.0,3,72.5,TASK08308,Database Update,,Low,Completed,2026-05-24,2026-06-27,25.9,24.7,100.0,89.3,1
EMP965,Anita Menon,employee965@company.local,Sales,Developer,2.8,2021-05-23,"Django, SQL",NLP,Available,40.8,2,67.7,TASK26911,SQL Data Processing,Complete NLP related work for the assigned business operation.,Low,In Progress,2025-03-28,2025-05-27,41.8,19.0,53.6,44.4,1
EMP4289,Meera Reddy,employee4289@company.local,HR,HR Executive,8.8,2013-06-29,"Data Analysis, Excel, Computer Vision, NLP",Project Management,Available,65.0,4,84.8,TASK01329,API Development,Complete Project Management related work for the assigned business operation.,Medium,In Progress,2026-01-27,2026-02-12,26.9,18.2,,47.0,1
EMP3333,Pooja Menon,employee3333@company.local,Data Science,Business Analyst,3.5,2014-01-17,"Computer Vision, Project Management",Finance,Busy,86.5,7,54.8,TASK47177,Machine Learning Task,Complete Finance related work for the assigned business operation.,Medium,In Progress,2025-08-22,2025-08-31,26.1,24.1,96.7,14.9,0
EMP1269,Meera Menon,employee1269@company.local,Marketing,Finance Analyst,12.6,2012-01-16,"React, Computer Vision, SQL",Data Analysis,Available,12.3,2,87.4,TASK26438,Machine Learning Task,Complete Data Analysis related work for the assigned business operation.,Low,In Progress,2026-06-25,2026-07-19,33.6,30.7,86.1,59.7,1
EMP4224,Vivek Kumar,employee4224@company.local,IT,Senior Developer,11.1,2014-10-29,React,Finance,Available,42.0,2,77.1,TASK21211,Employee Data Analysis,Complete Finance related work for the assigned business operation.,Low,In Progress,2026-03-07,2026-04-15,28.8,29.4,100.0,58.3,1
EMP808,Rohit Singh,employee808@company.local,Marketing,Analyst,5.0,2019-06-08,"React, Excel",React,Busy,11.6,0,68.0,TASK04532,API Development,Complete React related work for the assigned business operation.,High,Completed,2026-05-20,2026-07-15,38.8,44.6,100.0,67.0,1
EMP417,Swati Reddy,employee417@company.local,Operations,Business Analyst,8.9,2020-07-28,"Data Analysis, Machine Learning, React, SQL",Python,Available,74.2,4,,TASK13805,Machine Learning Task,Complete Python related work for the assigned business operation.,Medium,Not Started,2025-05-22,2025-06-23,44.7,43.1,100.0,42.6,1
EMP3689,Meera Kapoor,employee3689@company.local,HR,Analyst,2.5,2013-11-21,"Finance, NLP",Machine Learning,On Leave,94.3,5,53.8,TASK34169,Django Feature Development,Complete Machine Learning related work for the assigned business operation.,Medium,Completed,2025-06-29,2025-08-21,31.3,24.7,82.2,12.8,0
EMP997,Swati Menon,employee997@company.local,Marketing,Analyst,3.9,2025-07-14,React,,Available,59.8,5,53.7,TASK17053,Project Documentation,Complete SQL related work for the assigned business operation.,Medium,In Progress,2025-09-15,2025-10-19,30.8,,91.7,44.2,1
EMP1861,Priya Menon,employee1861@company.local,Data Science,Developer,10.3,2024-04-15,"NLP, Data Analysis, Computer Vision",SQL,Busy,100.0,9,60.6,TASK41813,,Complete SQL related work for the assigned business operation.,Critical,In Progress,2026-06-01,2026-07-27,44.7,32.2,80.1,19.8,0
EMP2949,Meera Menon,employee2949@company.local,Operations,Business Analyst,4.8,2012-01-29,"Computer Vision, Data Analysis, NLP",SQL,Available,34.4,3,67.0,TASK47298,System Testing,Complete SQL related work for the assigned business operation.,High,Completed,2025-01-20,2025-02-08,38.2,40.4,100.0,46.2,1
EMP4293,Pooja Menon,employee4293@company.local,Finance,Analyst,3.6,2015-08-05,"Deep Learning, NLP, Excel",Finance,Available,47.7,3,60.4,TASK06094,Machine Learning Task,Complete Finance related work for the assigned business operation.,Low,Blocked,2026-07-17,2026-09-13,39.9,29.7,99.6,45.4,1
EMP3779,Isha Sharma,employee3779@company.local,IT,Data Scientist,16.7,2013-03-14,"Computer Vision, Django",Machine Learning,Busy,91.8,6,72.1,TASK21236,SQL Data Processing,Complete Machine Learning related work for the assigned business operation.,Medium,Completed,2025-05-26,2025-07-21,28.5,27.1,100.0,19.7,1
EMP2861,Priya Pillai,employee2861@company.local,Engineering,Business Analyst,4.2,2021-06-05,"NLP, Data Analysis, Project Management, Finance",Django,Available,32.7,4,70.4,TASK15144,Project Documentation,Complete Django related work for the assigned business operation.,High,Not Started,2025-04-27,2025-06-15,33.3,29.0,95.1,49.4,1
EMP4154,Nikhil Patel,employee4154@company.local,HR,Team Lead,8.1,2022-05-05,"SQL, NLP",NLP,Available,49.7,3,53.7,TASK33471,Employee Data Analysis,Complete NLP related work for the assigned business operation.,Medium,In Progress,2025-06-20,2025-08-12,40.7,23.6,49.8,84.6,1
EMP3960,Arun Singh,employee3960@company.local,,Data Scientist,8.0,2016-06-27,NLP,NLP,Busy,61.4,3,90.0,TASK00187,Employee Data Analysis,Complete NLP related work for the assigned business operation.,Medium,Completed,2025-06-22,2025-07-12,28.8,19.2,78.2,53.8,1
EMP3769,Meera Kapoor,employee3769@company.local,HR,Business Analyst,7.3,2024-07-21,Excel,Data Analysis,Busy,79.0,5,78.2,TASK21059,Django Feature Development,Complete Data Analysis related work for the assigned business operation.,Medium,In Progress,2026-07-12,2026-07-31,41.2,20.7,37.2,16.9,0
EMP3273,Pooja Kapoor,employee3273@company.local,Engineering,Team Lead,5.5,2020-01-15,React,React,On Leave,72.1,5,72.1,TASK23957,SQL Data Processing,Complete React related work for the assigned business operation.,Medium,In Progress,2025-08-05,2025-08-19,46.5,27.8,66.7,48.7,1
EMP212,Sanjay Verma,employee212@company.local,HR,Business Analyst,16.6,2022-11-30,"Deep Learning, Excel, NLP",SQL,Available,64.0,4,79.0,TASK37425,Data Cleaning,Complete SQL related work for the assigned business operation.,Medium,In Progress,2026-06-14,2026-08-03,,11.9,72.6,51.3,1
EMP4659,Isha Sharma,employee4659@company.local,Finance,Project Manager,,2014-04-27,"Project Management, Data Analysis",,Available,66.2,4,73.3,TASK44317,API Development,Complete Django related work for the assigned business operation.,Medium,Not Started,2026-06-09,2026-06-22,43.6,39.7,94.0,50.5,0
EMP4587,Neha Joshi,employee4587@company.local,Engineering,HR Executive,8.8,2017-04-27,"Excel, Project Management, Finance, Django",Project Management,Available,43.4,2,79.4,TASK24880,System Testing,Complete Project Management related work for the assigned business operation.,High,In Progress,2025-08-30,2025-09-05,26.0,23.6,83.2,83.5,1
EMP1471,Divya Iyer,employee1471@company.local,Finance,,4.9,2019-10-09,"Django, SQL, Computer Vision",Machine Learning,Busy,51.0,3,62.5,TASK46853,Dashboard Update,Complete Machine Learning related work for the assigned business operation.,Low,In Progress,2026-06-07,2026-06-13,36.8,38.9,100.0,24.9,1
EMP470,Amit Thomas,employee470@company.local,IT,Business Analyst,4.5,2012-01-30,"Django, React, Finance",React,Available,33.9,2,59.2,TASK41473,SQL Data Processing,Complete React related work for the assigned business operation.,Medium,Completed,2025-03-17,2025-04-28,56.1,54.9,100.0,87.5,1
EMP1472,Sanjay Kumar,employee1472@company.local,IT,HR Executive,14.8,2014-05-15,"SQL, Computer Vision, Data Analysis",Finance,Busy,61.8,5,70.5,TASK16976,Database Update,Complete Finance related work for the assigned business operation.,Medium,Completed,2025-11-28,2026-01-04,45.5,36.6,82.8,29.3,1
EMP4348,Rohit Raj,employee4348@company.local,Data Science,Project Manager,2.4,2020-06-15,Data Analysis,Excel,On Leave,35.4,3,69.5,TASK49186,Project Documentation,Complete Excel related work for the assigned business operation.,Critical,Completed,2026-06-08,2026-06-22,61.0,32.5,57.8,29.0,0
EMP2558,Manoj Das,employee2558@company.local,Sales,Developer,2.1,2014-12-18,"Data Analysis, Excel, Python",Data Analysis,,20.9,2,44.6,TASK18920,System Testing,Complete Data Analysis related work for the assigned business operation.,Medium,Completed,2025-01-09,2025-01-16,33.0,14.0,36.8,60.0,1
EMP4464,Vivek Kumar,employee4464@company.local,IT,Business Analyst,6.0,2014-06-14,"React, Finance",SQL,Busy,89.0,8,80.0,TASK08768,System Testing,Complete SQL related work for the assigned business operation.,High,Completed,2025-04-16,2025-05-03,40.7,38.8,90.6,23.4,0
EMP2753,Pooja Reddy,employee2753@company.local,Operations,Data Scientist,3.8,2013-01-08,"React, Python, Excel, Django",Excel,Busy,67.9,4,52.4,TASK42835,Project Documentation,Complete Excel related work for the assigned business operation.,Medium,In Progress,2026-03-05,2026-05-03,39.6,28.4,72.4,56.4,1
EMP306,Kiran Mishra,employee306@company.local,Data Science,HR Executive,5.9,2014-02-24,"Django, Python, Excel, Finance",Excel,On Leave,45.0,3,78.5,TASK28350,API Development,Complete Excel related work for the assigned business operation.,Medium,In Progress,2025-07-02,2025-07-15,43.1,18.9,36.8,59.7,1
EMP586,Kiran Patel,employee586@company.local,Finance,HR Executive,2.9,2014-07-12,"NLP, Deep Learning, Computer Vision, SQL",React,Available,93.8,5,65.6,TASK46476,System Testing,Complete React related work for the assigned business operation.,Medium,In Progress,2026-01-15,2026-01-30,54.8,44.2,72.3,29.7,1
EMP4486,Kiran Thomas,employee4486@company.local,IT,,5.0,2024-07-31,"Excel, Machine Learning, Django, React",Computer Vision,Available,48.6,5,75.2,TASK23764,Machine Learning Task,Complete Computer Vision related work for the assigned business operation.,Medium,In Progress,2025-03-16,2025-05-15,45.2,31.7,65.0,47.1,1
EMP1125,Anita Menon,employee1125@company.local,Data Science,Data Scientist,11.7,2022-08-05,"Finance, Project Management",Project Management,Available,25.7,2,76.1,TASK44956,Dashboard Update,Complete Project Management related work for the assigned business operation.,High,Not Started,2026-05-08,2026-05-24,23.6,17.3,54.6,90.7,1
EMP1550,Amit Das,employee1550@company.local,Data Science,Senior Developer,6.7,2016-05-26,"Project Management, SQL, Deep Learning, React",NLP,Busy,57.7,6,68.7,TASK14877,Dashboard Update,Complete NLP related work for the assigned business operation.,High,Not Started,2025-06-22,2025-07-12,25.1,13.9,43.9,27.2,0
EMP445,Anita Pillai,employee445@company.local,Data Science,Business Analyst,5.1,2021-10-01,"Excel, Django",Machine Learning,Available,17.5,1,77.2,TASK33802,Employee Data Analysis,Complete Machine Learning related work for the assigned business operation.,High,Completed,2025-05-11,2025-06-10,34.4,25.9,66.3,56.9,1
EMP3626,Kiran Patel,employee3626@company.local,Sales,Data Scientist,8.2,2013-09-30,Deep Learning,React,Available,27.2,0,94.4,TASK14233,Employee Data Analysis,Complete React related work for the assigned business operation.,Medium,Completed,2025-10-26,2025-12-24,27.8,27.6,98.6,66.7,1
EMP2487,Neha Nair,employee2487@company.local,Engineering,Finance Analyst,8.3,2019-05-22,"Python, Deep Learning, Machine Learning",Project Management,Available,33.9,3,85.8,TASK17273,Machine Learning Task,Complete Project Management related work for the assigned business operation.,High,In Progress,2025-06-05,2025-07-19,46.8,38.6,94.5,60.1,1
EMP3059,Isha Sharma,employee3059@company.local,Engineering,Team Lead,2.3,2014-10-23,"Data Analysis, Django, Computer Vision",Project Management,Available,49.4,4,57.8,TASK47544,Project Documentation,Complete Project Management related work for the assigned business operation.,Low,In Progress,2025-06-30,2025-08-26,38.4,27.1,75.1,38.6,1
EMP3387,Neha Joshi,employee3387@company.local,Marketing,Project Manager,3.8,2017-09-29,"SQL, Computer Vision, Python, Machine Learning",Deep Learning,,79.9,7,,TASK01855,Dashboard Update,Complete Deep Learning related work for the assigned business operation.,Medium,In Progress,2026-05-03,2026-06-12,37.5,31.3,87.5,13.9,1
EMP810,Amit Patel,employee810@company.local,Sales,Business Analyst,11.6,2015-03-30,"NLP, Computer Vision, Excel",Data Analysis,Busy,54.1,3,71.9,TASK41488,SQL Data Processing,Complete Data Analysis related work for the assigned business operation.,Low,Completed,2025-05-25,2025-06-20,40.1,26.8,52.2,28.0,1
EMP1975,Kavya Nair,employee1975@company.local,Sales,Analyst,3.1,2021-05-01,"Deep Learning, Python, Machine Learning",Excel,Available,78.9,5,59.6,TASK18994,Employee Data Analysis,Complete Excel related work for the assigned business operation.,Critical,Completed,2025-06-21,2025-07-01,41.3,25.6,69.6,36.6,1
EMP2854,Nikhil Thomas,employee2854@company.local,,HR Executive,22.0,2025-07-03,"Project Management, Deep Learning",Deep Learning,Available,11.0,1,96.1,TASK41536,Dashboard Update,Complete Deep Learning related work for the assigned business operation.,Low,Completed,2026-07-15,2026-09-05,31.6,29.6,92.5,99.8,1
EMP3511,Divya Nair,employee3511@company.local,HR,Team Lead,7.9,2019-12-03,,Project Management,Busy,86.9,5,63.4,TASK39493,API Development,Complete Project Management related work for the assigned business operation.,Medium,In Progress,2025-03-14,2025-04-08,40.5,41.9,98.9,11.9,0
EMP861,Priya Pillai,employee861@company.local,Finance,Project Manager,1.9,2018-04-07,"React, Django, NLP",SQL,Available,74.8,6,77.0,TASK17553,Django Feature Development,Complete SQL related work for the assigned business operation.,High,In Progress,2026-05-24,2026-07-16,36.2,9.9,16.9,35.5,1
EMP3455,Kavya Iyer,employee3455@company.local,Sales,Developer,4.0,2013-02-19,"Data Analysis, Project Management, SQL, Django",Computer Vision,Available,51.8,2,63.6,TASK05796,Data Cleaning,Complete Computer Vision related work for the assigned business operation.,Medium,Completed,2026-03-29,2026-05-16,19.0,15.9,87.1,45.2,1
EMP1497,Swati Kapoor,employee1497@company.local,Engineering,Data Scientist,2.1,2016-01-17,"Deep Learning, SQL, React",Django,,10.8,1,77.7,TASK34662,Dashboard Update,Complete Django related work for the assigned business operation.,High,Completed,2025-04-13,2025-05-01,33.2,28.5,95.4,30.1,1
